Record Id,Credit Risk,Installment rate_transformed,Residence Tenure_transformed,Existing credit_transformed,Dependents_transformed,Duration_transformed,Credit amt_transformed,Age_transformed,Current Ac status,SavingAc/Bonds,Emp Tenure,Debtors/Guarantors,Housing,Job,Telephone,Foreign Worker,credit_history_transformed,Status & Sex_female : divorce/seperated/married,Status & Sex_male : divorce/seperated,Status & Sex_male:married/widowed,Status & Sex_male:single,Property owned_building society savings agreement/ life insurance,Property owned_car or other,Property owned_real estate,Property owned_unknown / no property,Purpose_business,Purpose_car(new),Purpose_car(used),Purpose_domestic appliance,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/tv,Purpose_repairs,Purpose_retraining,Other Installemnt plans_bank,Other Installemnt plans_none,Other Installemnt plans_stores
233,1,3,1,1.000000,1,-0.749340,-0.411759,-0.045051,0.000000,2.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
234,1,4,2,1.000000,1,-0.238635,-0.905127,-0.933755,2.000000,1.000000,2.000000,2.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
235,1,2,1,3.000000,2,-1.430279,-0.642771,0.577042,0.000000,1.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
236,2,4,2,1.000000,2,0.272070,-0.534811,-0.489403,1.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
237,2,1,2,1.000000,1,-1.260044,3.080910,-1.111496,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,"yes","yes","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
238,2,4,2,2.000000,1,0.016717,-0.169526,2.265580,2.000000,2.000000,4.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
239,1,4,2,2.000000,1,-0.749340,-0.740671,-0.045051,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
240,1,1,3,1.000000,2,0.782774,-0.264330,0.310431,1.000000,1.000000,4.000000,2.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
241,2,4,2,1.000000,1,0.272070,-0.886166,-0.578274,1.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
242,1,3,2,1.000000,2,-1.260044,-0.623037,1.376876,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
243,2,3,4,2.000000,2,2.314888,0.541697,-1.022626,1.000000,1.000000,4.000000,0.000000,2.000000,2.000000,"none","yes","4.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
244,1,3,2,2.000000,1,-0.749340,-0.781688,-0.756014,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
245,1,4,3,1.000000,2,-0.749340,0.093604,-0.045051,0.000000,3.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","3.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
246,1,4,1,1.000000,1,0.272070,-0.753440,-0.933755,0.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
247,1,4,4,3.000000,1,-0.749340,-0.962783,1.465746,0.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
248,1,4,1,1.000000,1,-1.260044,-0.774336,-0.045051,0.000000,2.000000,2.000000,0.000000,0.000000,2.000000,"none","no","4.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
249,1,2,2,1.000000,1,0.272070,-0.495342,-0.844885,3.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
250,2,3,4,1.000000,1,-0.238635,-1.072678,-1.200367,0.000000,1.000000,0.000000,1.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
251,1,3,4,2.000000,1,-1.260044,-0.982518,0.310431,1.000000,4.000000,3.000000,0.000000,1.000000,1.000000,"yes","yes","1.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
252,1,1,2,1.000000,1,-0.749340,-0.369194,0.932524,3.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
253,2,4,2,1.000000,1,0.782774,-0.408277,-1.022626,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
254,1,2,3,2.000000,1,0.272070,0.366020,-0.045051,0.000000,2.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
255,1,2,1,1.000000,1,-1.004692,-0.454711,-1.022626,2.000000,0.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
256,1,1,1,1.000000,1,2.807494,1.630201,-0.756014,2.000000,0.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","0.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
257,1,4,2,2.000000,1,0.272070,-0.201643,-0.045051,0.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,2,4,1,1.000000,1,-0.749340,-0.408664,-0.578274,1.000000,1.000000,2.000000,0.000000,2.000000,2.000000,"none","yes","3.000000",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
259,1,1,4,1.000000,1,-0.493987,0.234842,-1.111496,0.000000,2.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
260,1,4,4,3.000000,1,-0.834457,-0.793684,1.910099,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
261,1,2,2,1.000000,1,-0.749340,-0.599046,-0.756014,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
262,1,4,4,1.000000,1,0.272070,-0.619941,1.732358,1.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
263,1,2,4,3.000000,1,-0.238635,0.811405,0.043819,1.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
264,1,2,4,3.000000,1,-0.749340,-0.176878,1.910099,0.000000,1.000000,4.000000,0.000000,2.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
265,1,3,4,2.000000,2,-0.919575,-0.763888,-0.311662,0.000000,1.000000,4.000000,0.000000,1.000000,1.000000,"none","no","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
266,2,4,3,1.000000,2,-0.493987,-0.929892,0.132690,2.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
267,1,4,4,2.000000,1,1.293479,1.199133,0.043819,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
268,1,4,3,1.000000,1,0.272070,-0.647028,0.221560,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
269,2,1,4,1.000000,1,-0.579105,2.233850,0.843653,1.000000,1.000000,4.000000,0.000000,1.000000,3.000000,"yes","no","2.000000",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
270,1,4,2,2.000000,1,0.272070,-0.853662,-0.933755,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
271,1,4,3,1.000000,1,-0.238635,-0.210156,-0.311662,0.000000,0.000000,3.000000,0.000000,1.000000,2.000000,"none","no","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
272,1,3,4,1.000000,1,-0.749340,-0.697719,0.132690,0.000000,3.000000,3.000000,0.000000,0.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
273,1,4,4,1.000000,1,2.314888,3.080910,0.043819,2.000000,0.000000,0.000000,1.000000,2.000000,3.000000,"yes","yes","3.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
274,2,4,4,2.000000,1,2.314888,-0.056148,-0.667144,2.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
275,2,1,1,1.000000,1,0.782774,3.080910,-0.133921,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
276,1,1,2,1.000000,2,-1.004692,-0.196613,-0.311662,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
277,1,2,2,2.000000,1,-0.238635,-0.309990,-0.844885,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
278,1,2,4,1.000000,1,-0.749340,-0.751893,1.199135,1.000000,0.000000,4.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
279,2,1,4,1.000000,1,-1.260044,0.544019,-0.311662,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
280,1,4,4,1.000000,1,0.272070,-0.504629,-0.578274,0.000000,2.000000,2.000000,0.000000,0.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
281,1,3,4,2.000000,1,-0.493987,0.063034,-1.111496,0.000000,4.000000,4.000000,0.000000,0.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
282,1,4,2,1.000000,1,-0.749340,-0.631163,1.288006,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
283,1,4,4,1.000000,1,-0.238635,-0.681080,1.199135,3.000000,0.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","3.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
284,1,4,4,1.000000,1,-0.493987,-0.652058,2.443321,0.000000,0.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
285,1,4,2,1.000000,1,0.272070,0.260381,0.132690,2.000000,2.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
286,1,1,1,1.000000,1,2.229771,2.908700,-0.045051,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
287,1,4,3,1.000000,2,2.314888,0.612510,-0.844885,1.000000,1.000000,3.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
288,1,2,4,1.000000,1,2.314888,1.693662,-0.400533,2.000000,2.000000,0.000000,0.000000,2.000000,3.000000,"yes","yes","0.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
289,1,4,4,2.000000,1,-0.749340,-0.817675,1.199135,2.000000,1.000000,2.000000,2.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290,2,4,4,1.000000,1,0.272070,-0.843988,1.110265,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","0.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
291,1,2,2,1.000000,1,-0.749340,-0.823866,-0.844885,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","no","2.000000",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
292,2,1,4,1.000000,1,1.293479,2.396371,-0.667144,2.000000,1.000000,1.000000,0.000000,0.000000,3.000000,"yes","yes","2.000000",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
293,1,2,4,2.000000,2,0.272070,1.243633,0.754783,1.000000,1.000000,4.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
294,1,4,4,1.000000,1,1.804183,0.615606,1.821228,3.000000,1.000000,4.000000,0.000000,2.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
295,1,4,2,2.000000,2,2.314888,1.711848,0.932524,0.000000,0.000000,4.000000,0.000000,1.000000,3.000000,"none","yes","1.000000",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
296,2,1,2,1.000000,1,2.314888,2.613840,-0.844885,2.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
297,1,1,4,1.000000,1,-0.749340,0.568784,-1.378108,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
298,1,4,2,1.000000,1,-0.919575,-0.742219,0.843653,0.000000,0.000000,4.000000,1.000000,1.000000,1.000000,"none","no","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
299,1,3,4,1.000000,1,-0.238635,-0.267038,0.665913,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
300,1,3,2,2.000000,1,0.016717,-0.178039,-0.311662,2.000000,4.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
301,1,1,4,1.000000,1,-1.260044,-0.980196,1.643487,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,"yes","yes","2.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
302,2,4,1,1.000000,1,1.293479,0.231746,0.577042,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"yes","yes","4.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
303,2,4,2,2.000000,2,0.272070,-0.720162,0.132690,3.000000,0.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
304,1,4,3,2.000000,1,-0.919575,-0.838571,1.199135,1.000000,1.000000,3.000000,1.000000,1.000000,2.000000,"yes","yes","1.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
305,2,2,2,1.000000,1,2.314888,2.678461,0.754783,0.000000,3.000000,2.000000,0.000000,2.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
306,1,4,2,1.000000,1,-1.260044,-0.643158,-0.222792,0.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
307,1,2,4,1.000000,1,0.782774,0.621410,-1.022626,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
308,2,4,3,1.000000,1,-0.749340,-0.958913,-0.222792,1.000000,2.000000,1.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
309,2,3,4,1.000000,1,-1.089809,-0.761567,-1.022626,2.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
310,1,4,4,1.000000,1,-1.004692,-1.133430,-1.200367,2.000000,1.000000,2.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
311,1,3,4,1.000000,1,2.314888,0.841974,0.399301,2.000000,0.000000,0.000000,0.000000,2.000000,0.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
312,1,4,1,1.000000,1,0.272070,0.892278,-0.933755,0.000000,2.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
313,1,2,4,1.000000,1,0.272070,0.210464,-0.844885,3.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
314,2,2,3,1.000000,1,-0.749340,-0.975166,-0.933755,2.000000,1.000000,3.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
315,1,1,2,1.000000,2,-1.430279,-0.662119,-0.578274,3.000000,0.000000,1.000000,0.000000,1.000000,1.000000,"none","no","2.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
316,2,4,4,1.000000,1,1.293479,-0.177652,-0.400533,1.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","3.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
317,1,2,3,1.000000,2,-0.749340,-0.966266,0.221560,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
318,1,1,4,1.000000,1,0.272070,0.443411,1.110265,2.000000,0.000000,2.000000,0.000000,1.000000,1.000000,"yes","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
319,1,4,2,2.000000,1,-0.749340,-0.968974,-0.311662,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
320,1,1,4,2.000000,1,-0.493987,0.169447,-0.756014,1.000000,1.000000,4.000000,0.000000,1.000000,1.000000,"none","yes","0.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
321,2,4,2,2.000000,1,0.782774,0.403941,-0.667144,2.000000,1.000000,0.000000,0.000000,1.000000,3.000000,"none","yes","1.000000",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
322,2,4,3,1.000000,1,0.272070,-0.490311,-0.311662,1.000000,1.000000,1.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323,1,2,1,1.000000,1,0.272070,-0.114191,-0.133921,1.000000,1.000000,3.000000,0.000000,2.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
324,1,4,2,1.000000,1,-0.238635,-0.211317,-0.667144,1.000000,4.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
325,1,4,3,2.000000,1,-0.238635,-0.842440,0.043819,0.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
326,1,1,4,2.000000,1,-1.089809,0.074643,0.310431,1.000000,1.000000,3.000000,0.000000,1.000000,1.000000,"none","no","1.000000",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
327,1,2,4,1.000000,1,-0.749340,1.004495,1.199135,0.000000,0.000000,4.000000,0.000000,0.000000,2.000000,"yes","yes","1.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
328,1,4,3,1.000000,2,0.272070,-0.650124,-0.133921,0.000000,4.000000,3.000000,0.000000,1.000000,2.000000,"yes","yes","2.000000",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
329,1,4,2,1.000000,1,1.293479,0.490619,-0.400533,3.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
330,1,4,4,1.000000,2,-1.260044,-0.826962,-0.667144,2.000000,1.000000,4.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
331,1,2,4,2.000000,1,0.272070,1.319476,2.899465,1.000000,1.000000,0.000000,0.000000,2.000000,3.000000,"yes","yes","1.000000",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
332,2,4,2,2.000000,1,-0.238635,-0.518946,-0.489403,0.000000,2.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","1.000000",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
333,2,4,2,1.000000,1,2.807494,1.626331,-1.022626,2.000000,2.000000,1.000000,0.000000,1.000000,3.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
334,2,2,4,2.000000,1,2.314888,3.080910,-1.022626,0.000000,2.000000,2.000000,0.000000,0.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
335,2,3,4,2.000000,2,0.272070,0.350155,-1.111496,1.000000,1.000000,4.000000,0.000000,0.000000,2.000000,"none","yes","4.000000",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
336,2,1,4,1.000000,1,-1.260044,0.069225,0.754783,1.000000,1.000000,2.000000,0.000000,0.000000,3.000000,"yes","yes","1.000000",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
337,1,2,4,1.000000,1,-0.664222,-0.427238,-1.111496,2.000000,1.000000,1.000000,2.000000,1.000000,1.000000,"none","yes","2.000000",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
338,2,4,2,1.000000,1,-0.493987,-0.746862,-1.022626,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
339,1,4,4,1.000000,1,0.272070,0.372985,-0.667144,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
340,1,4,2,1.000000,1,-0.919575,-0.651671,-0.400533,2.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","2.000000",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
341,1,2,4,2.000000,1,0.272070,0.982052,-1.022626,2.000000,1.000000,1.000000,0.000000,2.000000,2.000000,"yes","yes","1.000000",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
342,1,1,4,1.000000,1,0.016717,0.152421,-0.844885,1.000000,1.000000,3.000000,0.000000,0.000000,1.000000,"none","yes","2.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
343,1,1,3,1.000000,1,-0.238635,0.003056,-0.933755,2.000000,3.000000,1.000000,0.000000,0.000000,2.000000,"none","yes","2.000000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
344,1,1,1,1.000000,1,-0.238635,0.477463,-0.222792,2.000000,1.000000,4.000000,1.000000,1.000000,3.000000,"yes","yes","2.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
345,1,1,1,1.000000,2,-0.919575,0.287855,0.132690,3.000000,1.000000,1.000000,2.000000,1.000000,1.000000,"none","yes","2.000000",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
346,1,4,2,1.000000,1,-0.493987,-0.675663,0.665913,0.000000,1.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","1.000000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
347,1,4,4,2.000000,1,-0.664222,-0.898935,-1.111496,2.000000,1.000000,1.000000,2.000000,1.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
348,1,1,4,1.000000,1,0.272070,0.213946,-1.111496,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,"none","yes","2.000000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
349,1,1,2,2.000000,1,-1.260044,-0.565767,-0.133921,0.000000,2.000000,2.000000,0.000000,1.000000,1.000000,"none","yes","0.000000",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
350,2,4,3,2.000000,2,-1.004692,-0.800649,-0.311662,2.000000,4.000000,4.000000,0.000000,2.000000,2.000000,"none","yes","1.000000",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
